step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
231,647904,7392,0.015971988555232783,0.9375,0.9375,,,,,,,,,
232,650752,7424,0.019741617101582485,0.8125,0.8125,,,,,,,,,
233,653344,7456,0.018997146711890768,0.96875,0.96875,0.023712066153642065,0.9375,0.9375,,,,,,
234,655936,7488,0.02102668023516776,0.96875,0.96875,,,,,,,,,
235,658528,7520,0.021866752552519103,0.84375,0.84375,,,,,,,,,
236,661376,7552,0.019807618206762048,0.9375,0.9375,,,,,,,,,
237,666784,7584,0.011026831789181062,0.96875,0.96875,,,,,,,,,
238,669888,7616,0.019326160268266127,0.9375,0.9375,,,,,,,,,
239,672736,7648,0.01837282445644586,0.96875,0.96875,,,,,,,,,
240,675072,7680,0.02580551956921199,0.84375,0.84375,,,,,,,,,
241,677408,7712,0.024281133391798194,0.8125,0.8125,0.02027784058318027,0.9375,0.9375,,,,,,
242,680000,7744,0.024072160714064525,0.875,0.875,,,,,,,,,
243,682592,7776,0.023076792100484456,0.9375,0.9375,,,,,,,,,
244,685952,7808,0.017756615332032547,0.875,0.875,,,,,,,,,
245,689056,7840,0.023867045597906342,0.84375,0.84375,,,,,,,,,
246,691392,7872,0.023406391757640047,0.9375,0.9375,,,,,,,,,
247,693984,7904,0.023351272266985006,0.875,0.875,,,,,,,,,
248,697088,7936,0.01837379178864275,0.84375,0.84375,,,,,,,,,
249,699936,7968,0.018428370979844535,0.9375,0.9375,0.01705927690235189,0.96875,0.96875,,,,,,
250,702784,8000,0.020338551387473505,0.90625,0.90625,,,,,,,,,
251,705376,8032,0.024227342829017263,0.9375,0.9375,,,,,,,,,
252,707968,8064,0.020336586540889413,0.9375,0.9375,,,,,,,,,
253,710816,8096,0.0185373265522317,0.9375,0.9375,,,,,,,,,
254,715456,8128,0.013023475304387817,0.96875,0.96875,,,,,,,,,
255,725984,8160,0.006748743544304579,0.84375,0.84375,,,,,,,,,
256,728832,8192,0.01926811843258308,0.96875,0.96875,,,,,,,,,
257,731168,8224,0.021745475241237194,0.9375,0.9375,0.01738556752510861,1.0,1.0,,,,,,
258,734016,8256,0.018270489126914216,0.9375,0.9375,,,,,,,,,
259,736864,8288,0.018335785724260114,1.0,1.0,,,,,,,,,
260,740224,8320,0.018264453661921518,0.96875,0.96875,,,,,,,,,
261,742816,8352,0.019743922482530082,1.0,1.0,,,,,,,,,
262,745664,8384,0.017141356607626324,0.9375,0.9375,,,,,,,,,
263,748000,8416,0.025585366155912965,0.96875,0.96875,,,,,,,,,
264,750080,8448,0.024716899232860787,0.90625,0.90625,,,,,,,,,
265,753184,8480,0.01730286469133754,0.90625,0.90625,0.022304736749689254,1.0,1.0,,,,,,
