step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
171,10763648,21888,0.008849610940334443,0.7109375,0.7109375,,,,,,,,,
172,10830336,22016,0.009874602580047817,0.7734375,0.7734375,,,,,,,,,
173,10883712,22144,0.012092078704142532,0.7734375,0.7734375,,,,,,,,,
174,10948352,22272,0.009537056149751701,0.7421875,0.7421875,,,,,,,,,
175,11009920,22400,0.01034585894394965,0.7109375,0.7109375,,,,,,,,,
176,11061248,22528,0.014157692744884258,0.6953125,0.6953125,,,,,,,,,
177,11123840,22656,0.010495405364161667,0.7734375,0.7734375,0.01026451370384938,0.859375,0.859375,,,,,,
178,11186432,22784,0.009853064897212598,0.8046875,0.8046875,,,,,,,,,
179,11245952,22912,0.010140744512192724,0.7734375,0.7734375,,,,,,,,,
180,11306496,23040,0.01096255141757207,0.6796875,0.6796875,,,,,,,,,
181,11372160,23168,0.00991101141457595,0.703125,0.703125,,,,,,,,,
182,11450112,23296,0.008470904812762392,0.765625,0.765625,,,,,,,,,
183,11513728,23424,0.009699790361112522,0.671875,0.671875,,,,,,,,,
184,11581440,23552,0.00986600465982802,0.75,0.75,,,,,,,,,
185,11656320,23680,0.008805204554737007,0.75,0.75,0.008956045971105553,0.8671875,0.8671875,,,,,,
186,11725056,23808,0.009562160373331968,0.703125,0.703125,,,,,,,,,
187,11787648,23936,0.01047703322230505,0.71875,0.71875,,,,,,,,,
188,11844096,24064,0.011619862505381513,0.671875,0.671875,,,,,,,,,
189,11903616,24192,0.011047629540707971,0.734375,0.734375,,,,,,,,,
190,11961088,24320,0.01100467127188287,0.71875,0.71875,,,,,,,,,
191,12034944,24448,0.008531123958260521,0.7578125,0.7578125,,,,,,,,,
192,12088320,24576,0.011746291357510751,0.6953125,0.6953125,,,,,,,,,
193,12145792,24704,0.01099981651481542,0.734375,0.734375,0.011911230354241454,0.7734375,0.7734375,,,,,,
194,12195072,24832,0.012968760150897185,0.7265625,0.7265625,,,,,,,,,
195,12283264,24960,0.007603351161554822,0.734375,0.734375,,,,,,,,,
196,12349952,25088,0.01014878969950624,0.7578125,0.7578125,,,,,,,,,
197,12403328,25216,0.012467662562498013,0.671875,0.671875,,,,,,,,,
198,12459776,25344,0.010918834715986573,0.8515625,0.8515625,,,,,,,,,
199,12525440,25472,0.009691917330173144,0.78125,0.78125,,,,,,,,,
200,12572672,25600,0.013913297851475628,0.71875,0.71875,,,,,,,,,
201,12635264,25728,0.010668813799353761,0.6953125,0.6953125,0.009269066707010826,0.7578125,0.7578125,,,,,,
202,12702976,25856,0.01020659644168484,0.71875,0.71875,,,,,,,,,
203,12770688,25984,0.010071524236818095,0.765625,0.765625,,,,,,,,,
204,12833280,26112,0.01128093874594748,0.6875,0.6875,,,,,,,,,
205,12891776,26240,0.010602882652831498,0.7109375,0.7109375,,,,,,,,,
206,12949248,26368,0.011812916100678712,0.734375,0.734375,,,,,,,,,
207,13006720,26496,0.010993751310234081,0.640625,0.640625,,,,,,,,,
208,13070336,26624,0.010208726007345813,0.71875,0.71875,,,,,,,,,
209,13136000,26752,0.00930838119462736,0.78125,0.78125,0.009083456780636611,0.8359375,0.8359375,,,,,,
210,13196544,26880,0.009905095559840036,0.7578125,0.7578125,,,,,,,,,
211,13269376,27008,0.009105756844567442,0.734375,0.734375,,,,,,,,,
212,13326848,27136,0.010778012762625841,0.671875,0.671875,,,,,,,,,
213,13384320,27264,0.011844842661595011,0.71875,0.71875,,,,,,,,,
214,13442816,27392,0.011221728121569092,0.8125,0.8125,,,,,,,,,
215,13505408,27520,0.010866196418241544,0.78125,0.78125,,,,,,,,,
216,13564928,27648,0.011201396059216094,0.71875,0.71875,,,,,,,,,
217,13622400,27776,0.010398369652287949,0.8046875,0.8046875,0.011995774165185758,0.8203125,0.8203125,,,,,,
218,13682944,27904,0.010476172247477326,0.7890625,0.7890625,,,,,,,,,
219,13738368,28032,0.011226876912314165,0.734375,0.734375,,,,,,,,,
220,13800960,28160,0.01052468919226185,0.78125,0.78125,,,,,,,,,
221,13863552,28288,0.011168369562040637,0.6484375,0.6484375,,,,,,,,,
222,13921024,28416,0.011231672907993638,0.7421875,0.7421875,,,,,,,,,
223,13979520,28544,0.010961362441227368,0.796875,0.796875,,,,,,,,,
224,14034944,28672,0.01266308142030327,0.671875,0.671875,,,,,,,,,
225,14101632,28800,0.009852029115405182,0.75,0.75,0.010863215303067254,0.78125,0.78125,,,,,,
226,14168320,28928,0.009992691427207039,0.75,0.75,,,,,,,,,
227,14233984,29056,0.010107794207715797,0.7421875,0.7421875,,,,,,,,,
228,14301696,29184,0.009420467841731513,0.7265625,0.7265625,,,,,,,,,
229,14365312,29312,0.010309213010446147,0.78125,0.78125,,,,,,,,,
230,14434048,29440,0.008932909019862155,0.75,0.75,,,,,,,,,
231,14495616,29568,0.010532703064752751,0.6875,0.6875,,,,,,,,,
232,14559232,29696,0.01086317628806203,0.7421875,0.7421875,,,,,,,,,
233,14638208,29824,0.008394646041769295,0.7109375,0.7109375,0.010640378319082142,0.8359375,0.8359375,,,,,,
234,14696704,29952,0.011346256076276741,0.703125,0.703125,,,,,,,,,
235,14770560,30080,0.00963019948577418,0.703125,0.703125,,,,,,,,,
236,14834176,30208,0.009821294314069199,0.7578125,0.7578125,,,,,,,,,
237,14909056,30336,0.008507588319058066,0.734375,0.734375,,,,,,,,,
238,14967552,30464,0.010751083296236714,0.75,0.75,,,,,,,,,
239,15035264,30592,0.010426403138618184,0.7265625,0.7265625,,,,,,,,,
240,15119360,30720,0.007177188862080977,0.7265625,0.7265625,,,,,,,,,
241,15175808,30848,0.010838499779317239,0.7890625,0.7890625,0.010035658371750193,0.6875,0.6875,,,,,,
242,15230208,30976,0.012083075661102203,0.7265625,0.7265625,,,,,,,,,
243,15293824,31104,0.00945036430720164,0.6640625,0.6640625,,,,,,,,,
244,15355392,31232,0.011033594091646505,0.703125,0.703125,,,,,,,,,
245,15419008,31360,0.010155788535550669,0.75,0.75,,,,,,,,,
246,15478528,31488,0.010496842587960043,0.71875,0.71875,,,,,,,,,
247,15541120,31616,0.010198673368740915,0.7421875,0.7421875,,,,,,,,,
248,15602688,31744,0.010369661831661709,0.734375,0.734375,,,,,,,,,
249,15659136,31872,0.010499860196327652,0.7421875,0.7421875,0.010787524178240544,0.8125,0.8125,,,,,,
250,15719680,32000,0.01126360923824965,0.6796875,0.6796875,,,,,,,,,
251,15787392,32128,0.009408927111472952,0.6875,0.6875,,,,,,,,,
252,15853056,32256,0.009664154561580289,0.71875,0.71875,,,,,,,,,
253,15911552,32384,0.011600564489438366,0.7265625,0.7265625,,,,,,,,,
254,15975168,32512,0.009701060986293012,0.71875,0.71875,,,,,,,,,
255,16041856,32640,0.010391423987566963,0.7265625,0.7265625,,,,,,,,,
256,16102400,32768,0.01072496716040281,0.71875,0.71875,,,,,,,,,
257,16153728,32896,0.01280349900253055,0.7109375,0.7109375,0.010072229557612309,0.78125,0.78125,,,,,,
258,16251136,33024,0.006307811586010375,0.78125,0.78125,,,,,,,,,
259,16311680,33152,0.010337517359227583,0.75,0.75,,,,,,,,,
260,16371200,33280,0.011062036553361415,0.7265625,0.7265625,,,,,,,,,
261,16437888,33408,0.010090544557275946,0.7265625,0.7265625,,,,,,,,,
262,16509696,33536,0.008572320211301882,0.765625,0.765625,,,,,,,,,
263,16582528,33664,0.00880432860784565,0.734375,0.734375,,,,,,,,,
264,16640000,33792,0.011338223863386118,0.6953125,0.6953125,,,,,,,,,
265,16706688,33920,0.010045705803481499,0.7109375,0.7109375,0.008436981508823018,0.859375,0.859375,,,,,,
266,16764160,34048,0.010743082076978671,0.6953125,0.6953125,,,,,,,,,
267,16817536,34176,0.011511691139132009,0.7265625,0.7265625,,,,,,,,,
268,16883200,34304,0.009846977665798996,0.71875,0.71875,,,,,,,,,
269,16950912,34432,0.009457129935462385,0.625,0.625,,,,,,,,,
270,17005312,34560,0.011449601969807105,0.7578125,0.7578125,,,,,,,,,
271,17083264,34688,0.009034901621141254,0.6953125,0.6953125,,,,,,,,,
